date,A/B Testing,AI for Social Good,AI in Education,AI in Gaming,AI in Healthcare,ARIMA,Ablation,Accuracy,Action,Action Recognition,Agent,Algorithmic Bias,Anomaly Detection,Ar,Artificial Intelligence,Attention,Attention Maps,Automl,BERT,Backpropagation,Batch,Batch Normalization,Batch Size,Bayesian Neural Network,Bidirectional,Binary Condition,Binning,Boosting,Bounding Box,Calibration Layer,Candidate Generation,Cassandra,Centroid,Chatbots,Class,Clipping,Computer Vision,Condition,Configuration,Contrastive Learning,Convenience Sampling,Convergence,Convolution,Convolutional Neural Network,Convolutional Operation,Cost,Critic,CycleGAN,Data Analysis,Data Compression,Data Efficiency,Data Fusion,Data Governance,Data Integration,Data Labeling,Data Matching,Data Privacy,Data Synthesis,Data Transformation,Data Warehousing,Dataframe,Decision Forest,Decision Threshold,Decoder,Deep Model,Deep Neural Network,Deep Reinforcement Learning,Depth,Device,Dimensions,Disparate Impact,Disparate Treatment,Divisive Clustering,Document Analysis,Domain Adaptation,Edge AI,Edit Distance,Efficient Neural Networks,Encoder,Ensemble,Environment,Episode,Epoch,Evaluation Metrics,Example,Experience Replay,F1,F1 Score,Feature,Feature Cross,Feature Engineering,Feature Vector,Fingerprint Recognition,Flax,Forecasting,Fraud Detection,Fully Connected Layer,Game Playing AI,Game Theory and AI,Gan,Generalization,Generative Model,Generator,GloVe,Gradient Clipping,Gradient Descent,Graph,Graph Neural Networks,Hallucination,Hashing,Heuristic,Hidden Layer,Hierarchical Clustering,Hyperparameter Tuning,Imbalanced Data,Implicit Bias,Imputation,Individual Fairness,Inference,Information Extraction,Information Gain,Instance,Interpretability,Intersection Over Union (Iou),Iou,Iris Recognition,Item Matrix,Items,Iteration,Jax,Jupyter,K-Fold Cross Validation,K-Means,Keras,Keypoints,Knowledge Transfer,Label,Lambda,Landmarks,Language Model,Language Translation,Latent Dirichlet Allocation,Layer,Leaf,Learning Rate,Least Squares Regression,Linear,Linear Model,Linear Regression,Lit,Log Loss,Logistic Regression,Loss,Loss Curve,Loss Surface,Lstm,Machine Learning,Majority Class,Malware Detection,Matplotlib,Matrix Factorization,Mesh,Meta Learning,Metric,Minority Class,Missing Data,Ml,Mnist,Model,Model Capacity,Model Training,Momentum,MongoDB,Motion Planning,Multi-task Learning,Multiclass Classification,N-Gram,Natural Language Processing,Negative Class,Negative Sampling,Neural Network,Neuron,Nlu,NoSQL,Noise,Novelty Detection,Numerical Data,Numpy,Object Detection,Objective,Objective Function,Offline,One-Hot Encoding,Online,Output Layer,Packed Data,Pandas,Parameter,Partial Derivative,Participation Bias,Pax,Perceptron,Performance,Pipeline,Policy,Pooling,Positive Class,Praxis,Precision,Prediction,PyTorch,Quantile,ROC Curve,Rank (Tensor),Ranking,Recall,Recommendation System,Regression Model,Reinforcement Learning,Reinforcement Learning (Rl),Replica,Responsible AI,Retrieval-Augmented Generation,Return,Reward,Root,Rotational Invariance,SQL,Sampling Bias,Saver,Scaling,Seaborn,Selection Bias,Sequence Model,Shape (Tensor),Shrinkage,Similarity Measure,Smart Cities,Spark,Speech Recognition,Split,State,Static,Static Inference,Stationarity,Step,Step Size,Stride,Summary,T5X,Target,Target Network,Task,Temperature,Tensor,TensorFlow,Test,Text Classification,Text Span,Text-to-Speech,Timestep,Token,Topic Modeling,Tower,Training,Training Set,Transfer Learning,Transformer,Transformer Models,Trigram,UMAP,User Behavior Analytics,Variational Autoencoders,Video Analysis,Virtual Reality and AI,Weight,Weighted Sum,Width,Word2Vec,XGBoost,t-SNE
2022-05-29,70,12,9,12,17,70,22,55,78,37,53,23,82,71,22,85,12,62,35,14,42,62,24,15,76,36,26,49,76,6,5,32,35,56,72,82,78,69,73,15,46,68,56,84,0,84,53,30,82,25,9,32,79,81,62,28,69,28,69,49,76,63,5,53,75,22,61,32,79,81,19,72,11,19,42,17,75,7,73,69,80,53,32,14,69,24,56,80,27,39,62,13,14,73,26,34,15,0,2,63,40,9,72,61,7,24,54,73,88,71,64,53,25,83,17,23,45,15,36,11,25,77,23,12,50,16,14,79,79,70,89,17,43,38,10,19,78,41,50,45,78,22,79,84,83,47,65,16,57,66,21,72,75,55,17,84,83,7,13,18,23,89,33,64,10,42,78,15,87,66,77,68,81,42,9,82,21,27,52,28,16,23,43,78,56,4,28,14,86,71,54,86,50,69,38,19,80,18,47,4,52,79,76,15,80,82,20,65,74,14,82,18,31,21,60,27,70,61,75,14,66,26,0,63,8,71,15,44,40,78,59,26,60,53,16,71,13,27,68,77,82,59,75,0,20,83,71,19,67,13,40,59,64,53,70,61,48,8,49,60,25,56,25,44,69,42,67,50,9,14,12,5,17,68,5,80,12,23,63,72,68
2022-06-05,72,9,10,15,17,72,30,57,79,36,54,61,85,72,25,82,7,81,39,16,43,92,26,27,72,48,23,52,88,16,8,33,38,49,76,87,86,76,77,19,41,71,59,85,9,96,56,27,83,32,10,39,87,79,73,31,70,33,71,50,81,64,7,57,73,24,76,34,84,89,20,98,7,19,66,21,70,9,83,76,95,55,35,15,71,40,39,72,28,43,82,11,18,80,28,33,16,5,0,66,40,14,76,61,3,27,56,68,87,76,75,76,27,88,18,28,53,14,38,7,26,86,28,3,52,14,15,85,86,74,74,20,42,49,10,15,83,39,52,54,78,12,82,84,82,47,67,16,56,67,20,75,79,52,17,88,84,8,11,17,23,86,40,73,10,47,78,14,87,75,81,67,81,43,12,92,22,28,52,36,17,27,55,81,61,3,28,15,82,77,51,80,62,66,36,15,80,19,48,6,56,80,77,18,86,84,21,65,81,13,85,18,37,25,68,20,73,61,82,10,67,31,0,70,8,76,18,48,51,81,68,28,73,62,16,73,12,31,67,78,88,67,75,0,16,86,77,19,70,14,41,60,65,63,78,56,47,9,59,59,25,59,28,43,77,43,65,56,11,15,13,7,18,69,0,90,17,24,66,86,48
2022-06-12,71,0,11,19,25,68,28,55,78,34,53,19,78,66,26,76,10,68,40,13,45,69,25,22,76,22,20,54,70,9,7,36,38,54,75,90,80,75,74,17,39,75,59,77,18,85,53,22,76,38,9,39,84,86,66,37,69,35,79,49,76,61,4,52,80,21,87,32,82,87,15,61,5,18,50,21,72,7,86,100,53,56,31,14,65,36,66,79,28,39,70,14,11,84,28,36,19,0,0,62,34,12,76,81,5,25,56,61,88,69,67,69,30,85,20,23,50,15,35,12,21,86,33,9,47,21,19,86,76,69,88,18,41,31,9,17,78,47,50,47,78,21,76,89,78,37,64,17,56,59,23,76,78,50,19,81,89,6,7,17,18,89,37,63,12,48,75,13,87,75,83,52,80,39,12,70,20,31,57,27,15,24,56,82,60,4,25,15,87,68,53,87,65,67,31,11,82,19,46,5,53,71,70,24,83,82,21,56,85,13,82,17,39,17,63,19,68,59,74,10,66,23,0,69,8,78,0,47,56,81,61,27,54,63,17,66,11,25,66,75,79,63,74,5,18,86,71,20,66,9,39,61,59,68,69,59,46,7,55,50,22,53,23,47,71,44,62,60,12,13,13,7,20,65,3,85,13,23,64,82,35
2022-06-19,70,0,8,7,31,69,28,55,80,38,54,28,85,68,28,73,6,62,46,12,45,71,28,14,79,53,25,53,100,11,3,30,38,54,76,87,88,76,79,18,30,67,59,77,20,94,56,44,78,28,9,35,86,89,56,35,74,18,80,60,73,60,6,57,73,23,77,32,84,99,13,64,8,16,54,28,91,7,72,97,52,59,38,13,64,33,56,74,28,41,77,12,11,84,28,38,18,12,4,64,33,13,78,67,8,25,55,80,93,76,69,68,32,85,27,22,47,9,32,11,23,84,24,4,43,12,16,90,81,68,87,15,41,26,8,16,82,42,44,48,78,16,79,83,73,43,69,16,52,71,24,75,80,61,17,91,94,7,11,18,16,84,41,65,10,43,75,13,88,78,83,54,84,49,16,77,30,32,62,34,16,21,97,82,63,0,23,15,88,69,57,94,63,67,40,8,80,20,37,6,54,75,70,18,82,87,22,65,83,12,85,15,36,11,61,17,73,56,79,17,68,36,3,72,8,71,0,51,33,85,61,27,47,59,25,71,11,30,71,79,89,56,78,2,15,89,69,20,67,13,40,70,63,57,78,60,49,8,61,46,20,51,24,46,72,40,65,59,11,14,14,6,11,59,10,94,12,24,62,89,42
2022-06-26,70,4,6,3,22,71,28,53,72,34,57,40,75,63,25,72,6,62,38,12,44,64,25,21,76,40,25,51,83,0,5,32,34,47,76,86,79,73,77,20,30,72,53,68,0,87,54,30,68,25,9,39,89,78,64,33,71,17,79,43,74,56,4,55,73,21,70,35,85,89,13,64,9,16,51,25,74,8,81,78,50,64,33,13,56,44,43,63,26,34,67,16,9,81,27,39,14,6,3,63,27,12,74,69,4,21,47,63,84,71,66,64,22,92,20,22,41,0,31,11,19,77,21,18,39,13,22,86,75,73,80,12,36,22,9,16,77,41,42,46,79,15,77,79,71,37,62,15,49,73,21,65,79,47,14,80,85,7,9,16,16,100,36,64,17,39,74,13,86,72,73,47,81,40,14,57,23,30,50,31,14,18,100,82,59,0,15,16,83,70,49,90,52,70,33,17,80,17,32,5,55,60,74,16,81,83,19,65,83,11,76,18,34,27,56,16,72,54,74,12,64,32,0,75,9,71,0,43,32,79,59,28,55,60,24,71,10,27,59,86,80,59,72,6,13,91,64,22,59,9,38,57,62,59,78,56,56,7,57,53,18,50,25,46,79,37,54,60,15,14,15,3,10,56,0,87,17,24,63,83,56
2022-07-03,77,10,9,4,19,70,25,52,77,32,54,16,77,77,23,70,11,65,36,11,44,77,24,20,69,33,24,50,82,11,4,31,34,52,84,83,83,70,68,20,21,66,50,70,16,90,51,22,67,23,8,35,74,75,87,33,64,13,74,52,80,42,8,55,79,20,66,33,83,87,8,31,3,13,67,27,84,5,73,72,48,61,34,11,56,25,93,83,27,38,80,11,12,81,23,37,13,10,0,63,28,12,77,65,8,20,44,67,85,72,55,47,22,63,13,19,40,7,28,7,16,94,22,0,43,12,10,81,72,64,78,3,31,22,6,13,72,39,40,40,77,15,77,78,64,28,56,13,45,66,24,64,80,49,13,77,80,8,12,15,15,88,34,62,16,39,80,12,86,73,70,47,78,43,13,60,22,28,55,22,13,17,73,75,65,20,14,13,76,68,48,90,37,63,31,14,81,18,36,6,57,59,70,16,79,79,22,67,86,11,82,17,28,14,60,16,64,45,71,12,67,30,0,73,10,72,0,44,28,83,54,28,44,53,25,66,6,21,72,71,87,61,68,0,9,87,67,20,57,9,41,63,55,57,81,54,62,6,53,51,44,50,18,44,69,38,53,53,8,13,14,7,16,61,0,89,17,22,56,79,43
2022-07-10,67,0,11,17,23,70,26,54,84,37,59,40,74,77,24,73,6,59,43,10,45,61,26,15,76,56,22,54,90,6,7,33,33,45,83,87,84,72,77,18,26,53,50,60,15,100,55,35,67,25,9,36,84,88,50,39,70,16,74,49,83,38,6,57,69,20,73,35,87,91,11,39,7,14,45,22,79,6,85,59,49,63,36,14,56,52,56,77,28,28,60,8,14,80,25,36,14,7,0,66,26,11,75,70,9,19,45,72,91,73,59,57,17,86,21,21,40,9,32,7,17,86,22,5,44,16,21,91,76,74,82,19,28,25,6,15,79,44,43,42,84,18,73,86,74,35,64,13,49,68,28,69,81,40,14,85,92,6,11,15,15,94,36,69,12,41,77,11,87,73,70,51,80,30,13,65,17,28,56,24,13,19,71,74,63,3,16,14,82,70,47,91,75,67,30,11,80,18,31,8,62,55,68,18,81,84,22,64,95,12,85,17,30,13,74,16,65,49,71,12,67,21,0,77,9,71,0,48,33,94,57,30,52,48,24,73,8,23,75,79,88,64,78,6,13,93,65,27,59,7,44,62,59,67,83,54,56,6,52,57,42,55,19,48,77,43,56,55,15,18,14,8,6,60,0,89,17,23,46,85,45
2022-07-17,75,0,9,14,21,69,27,56,81,28,54,35,87,73,25,81,5,81,40,11,47,70,26,16,78,36,24,53,90,9,8,38,38,44,95,86,86,75,68,19,21,48,49,69,0,98,57,28,70,23,9,35,88,83,62,36,72,20,84,45,83,45,4,55,75,21,71,36,87,98,11,51,2,15,71,20,82,11,79,64,47,62,37,13,59,24,40,71,28,41,61,20,11,85,26,35,17,9,0,66,30,15,83,68,7,21,48,77,91,76,67,56,18,77,24,21,46,7,31,7,19,91,32,3,42,11,12,84,79,73,77,15,34,32,6,15,84,39,44,39,89,17,70,83,71,36,64,14,50,70,21,71,81,46,13,77,87,7,8,16,20,90,46,64,23,42,75,12,85,73,75,53,87,39,12,67,19,28,57,23,13,20,75,79,60,4,16,14,79,69,47,98,73,69,33,11,85,18,30,7,59,53,80,18,86,86,25,64,87,12,86,18,34,19,66,15,56,56,76,17,70,27,4,79,10,82,0,49,35,90,63,28,42,40,21,69,6,24,73,77,100,72,79,0,14,88,67,25,62,15,41,72,62,80,89,56,49,7,53,44,26,51,26,50,78,38,63,61,10,13,13,8,18,56,8,87,22,25,57,83,49
2022-07-24,79,6,12,15,17,68,26,54,78,42,64,35,78,69,24,78,9,74,41,9,48,67,28,14,72,31,28,54,85,9,10,32,34,48,82,81,80,73,80,19,22,42,51,67,0,90,50,25,68,24,8,39,86,78,48,28,70,23,77,53,84,59,5,56,78,22,79,38,83,89,12,55,3,13,59,22,84,4,73,69,47,54,38,13,56,43,62,79,26,36,77,10,10,82,25,38,14,8,4,63,26,14,78,65,7,23,47,68,89,68,56,56,18,85,20,22,44,5,31,8,19,88,21,0,44,8,20,84,78,72,79,8,32,40,9,13,79,40,42,39,85,23,67,78,77,34,62,13,49,69,23,68,79,44,12,70,78,9,10,16,15,97,44,68,19,41,76,12,86,72,78,55,84,34,11,66,17,28,60,27,12,18,68,80,64,0,15,14,80,73,41,92,28,65,30,10,80,18,36,6,61,56,73,16,81,84,21,61,89,12,84,16,33,18,57,15,67,45,76,17,68,22,7,84,9,70,0,46,22,90,60,26,40,55,14,71,6,21,74,72,90,62,77,3,14,83,67,22,56,15,41,49,61,52,83,51,49,6,53,52,21,52,18,47,79,38,62,55,12,14,12,8,8,50,0,89,18,24,56,84,34
2022-07-31,73,0,12,17,24,75,25,53,80,30,60,52,74,67,23,75,10,66,37,9,47,55,24,20,69,39,25,52,85,11,11,34,32,40,78,82,77,68,72,17,23,41,48,56,0,95,50,33,64,25,8,35,82,83,47,32,67,18,69,43,78,47,5,55,73,17,73,40,84,88,11,40,4,12,56,24,87,8,74,62,46,56,38,11,56,42,52,64,25,34,76,11,11,85,23,33,11,0,0,67,25,16,72,64,8,22,45,59,85,68,52,53,15,93,17,19,41,4,28,6,14,82,23,0,43,11,9,92,73,80,79,13,27,41,9,14,83,37,42,38,81,21,71,79,61,31,60,13,47,72,20,66,79,39,12,70,79,6,12,15,10,96,41,64,14,41,69,10,87,76,74,51,83,28,13,63,21,26,46,14,11,18,77,69,69,3,15,13,79,67,42,94,43,69,36,7,81,18,32,0,67,54,72,18,81,81,19,61,84,15,71,16,31,21,61,21,56,46,70,19,69,31,4,76,9,68,0,48,22,87,57,26,38,49,22,65,8,22,67,70,89,65,76,0,14,86,62,22,56,16,43,59,61,48,73,49,46,7,56,37,11,52,22,48,78,36,51,52,9,12,13,3,14,54,2,83,12,24,44,81,32
2022-08-07,69,5,10,16,17,65,24,45,70,32,51,32,72,65,19,67,9,56,37,9,39,63,22,12,65,32,21,48,72,10,3,28,28,43,63,75,71,66,65,16,17,37,40,54,0,86,49,17,61,21,6,37,72,72,44,31,61,19,61,34,71,55,0,54,56,16,65,41,83,89,9,43,2,11,42,21,78,8,70,57,39,51,34,11,48,33,23,53,24,30,60,8,11,74,19,28,11,2,2,63,22,14,68,57,9,17,41,39,75,60,48,37,15,79,18,19,38,4,28,5,11,70,28,0,38,9,12,78,69,64,74,12,26,38,5,13,79,35,41,28,74,13,73,71,60,30,56,13,43,63,18,62,71,46,10,63,75,5,10,14,14,85,37,60,12,38,74,10,81,61,67,50,72,24,8,54,20,23,42,19,11,18,67,57,60,0,14,13,69,54,34,83,36,61,28,6,72,17,32,3,56,42,61,15,74,75,15,57,78,14,75,17,27,9,59,15,54,40,61,7,59,24,0,64,7,62,0,40,30,92,56,25,42,42,19,60,4,18,67,62,83,60,75,0,12,76,52,25,51,12,39,60,56,48,75,48,39,6,54,46,33,46,15,100,77,37,51,47,7,15,12,7,17,55,0,82,13,22,53,77,36
2022-08-14,71,7,10,10,14,72,27,53,74,31,50,10,69,67,22,75,8,61,38,9,41,51,22,9,69,19,21,52,78,6,3,30,30,45,72,80,75,67,74,15,23,41,45,59,0,90,57,21,63,23,9,39,79,79,60,31,69,28,71,41,69,45,6,51,68,19,70,47,84,87,8,30,0,12,38,22,77,6,70,68,45,52,33,13,56,25,22,54,25,32,64,7,12,82,22,32,2,8,0,76,24,12,76,63,8,19,46,75,78,57,56,48,15,67,12,20,37,11,41,6,14,76,21,0,40,12,19,86,73,79,74,10,24,28,6,12,76,36,50,38,86,13,78,80,57,22,59,13,43,76,20,61,75,32,14,74,75,6,12,14,12,86,36,71,12,39,71,9,86,69,62,49,77,32,15,51,17,23,47,19,11,22,69,62,63,9,18,12,73,64,39,93,0,62,28,12,77,16,28,0,60,42,67,15,76,74,20,56,88,16,74,17,31,20,56,22,60,42,57,14,64,18,0,71,8,72,12,44,39,96,56,25,49,49,14,62,7,22,71,60,91,61,70,3,14,85,64,22,60,12,41,56,62,46,74,43,44,6,55,62,19,47,15,95,74,36,56,51,9,11,12,12,15,55,0,85,12,23,41,77,43
2022-08-21,76,3,11,21,25,64,27,57,76,25,53,20,75,73,24,77,4,63,38,8,43,45,25,8,79,35,23,52,87,8,0,30,34,41,88,76,85,71,75,19,26,53,48,62,0,96,54,33,69,25,8,40,83,74,63,31,69,17,72,44,73,57,4,52,68,22,67,50,90,89,9,35,5,15,50,24,57,7,79,70,51,59,40,10,73,26,43,57,28,39,70,13,11,89,25,34,15,12,2,65,34,12,75,60,10,19,54,56,85,65,65,49,20,64,22,24,45,11,56,6,18,84,20,7,41,9,15,95,73,74,74,10,27,41,10,13,83,36,55,41,90,16,73,82,67,33,69,17,47,77,21,62,77,35,14,62,81,7,9,14,14,89,38,81,22,42,76,11,88,69,72,56,83,36,13,60,15,27,54,16,12,24,69,74,60,0,24,14,77,73,59,84,63,68,28,6,72,18,26,5,67,55,67,16,84,82,24,56,93,16,77,17,28,14,56,17,67,42,73,20,66,23,0,69,8,81,9,47,63,77,57,25,53,53,21,67,8,26,71,71,86,69,78,0,14,86,74,21,73,0,41,61,67,45,80,51,49,7,52,36,18,46,26,69,78,36,52,52,8,13,14,6,16,62,3,81,18,24,48,74,34
2022-08-28,67,5,7,15,16,65,24,55,71,32,56,51,75,64,22,74,2,63,40,9,43,42,27,24,75,35,21,49,79,13,1,25,33,42,77,78,75,70,77,20,30,67,50,54,0,89,54,28,67,26,10,37,82,77,45,33,67,31,75,42,73,46,8,48,67,20,55,75,81,77,10,49,4,17,43,24,57,8,76,71,49,54,36,13,76,22,59,64,27,34,62,9,11,76,23,31,8,7,0,65,38,11,73,62,5,20,61,56,81,63,67,55,17,73,17,26,39,13,56,8,20,80,24,0,39,12,15,82,70,67,80,10,30,40,10,13,84,38,56,43,83,12,76,78,68,44,69,20,47,72,22,56,76,44,15,66,73,8,10,14,14,88,36,81,13,40,74,10,84,63,67,55,77,25,10,62,20,25,54,14,11,26,56,69,61,3,31,12,69,73,55,84,32,65,23,4,71,17,42,10,67,55,70,16,77,73,22,55,87,17,73,14,27,9,65,15,59,42,55,11,70,32,0,67,8,76,0,42,71,84,60,24,47,55,18,64,7,26,67,71,86,77,77,0,9,84,63,23,73,12,38,64,67,43,74,45,44,6,49,54,28,44,23,71,73,39,47,50,10,12,11,12,8,61,9,78,13,23,47,66,27
2022-09-04,65,0,12,10,26,59,24,54,75,37,52,28,75,63,24,81,7,48,43,9,42,38,23,20,70,43,27,50,81,4,2,25,31,48,76,74,79,69,74,16,32,71,52,59,35,84,54,28,74,31,10,33,78,78,53,35,67,19,74,38,73,47,3,49,69,18,56,85,78,84,11,46,2,16,44,26,94,8,73,72,52,55,37,12,89,25,56,61,28,33,56,14,12,76,22,28,11,6,5,60,45,16,71,56,5,22,67,59,81,63,68,44,13,67,19,24,40,16,60,6,25,77,28,3,36,16,15,83,74,67,82,12,26,41,10,14,80,38,62,46,83,11,72,77,64,37,69,24,49,71,18,64,72,25,13,62,78,7,8,15,15,86,31,77,14,40,70,11,84,57,70,56,80,36,11,61,16,28,56,26,12,28,56,71,56,8,32,14,67,75,63,81,45,65,30,17,73,19,50,9,62,55,72,16,77,75,23,55,87,17,75,18,26,17,73,13,63,49,67,12,66,25,4,64,7,79,0,42,76,75,54,23,68,54,18,66,8,25,64,69,84,78,75,6,16,82,69,21,75,11,38,57,66,47,84,45,42,7,51,48,20,44,24,53,70,40,50,49,13,12,12,4,13,55,0,84,12,24,48,67,46
2022-09-11,72,3,11,13,27,59,28,62,86,40,55,40,81,70,28,92,14,60,41,9,44,61,23,11,76,39,31,49,80,10,3,30,39,50,88,80,85,78,87,13,34,78,62,67,13,87,55,25,80,30,10,35,86,80,74,38,72,31,85,49,80,56,3,50,73,23,78,68,89,89,12,46,3,20,52,28,80,3,76,74,55,55,47,10,96,33,44,73,31,48,80,14,11,72,24,40,13,7,2,65,49,15,79,56,5,24,76,83,81,70,78,44,18,77,23,28,49,18,71,7,27,90,27,0,40,17,20,85,91,68,81,14,28,43,8,15,98,38,75,53,87,11,87,82,73,64,83,26,60,73,23,69,74,57,18,65,86,11,11,17,21,84,43,83,13,46,73,11,89,73,76,62,82,40,10,46,10,31,74,44,13,37,55,76,61,0,31,16,76,86,73,80,31,67,32,5,84,19,61,10,60,71,81,16,85,80,30,57,95,20,82,19,28,22,70,13,71,55,76,14,68,28,0,70,8,89,8,50,82,85,59,26,76,62,17,69,9,28,65,76,78,77,80,0,17,89,74,23,92,15,35,63,70,48,84,46,46,6,52,42,26,44,18,52,74,42,55,54,12,12,12,11,20,79,2,83,15,25,39,76,49
2022-09-18,86,4,15,21,28,70,27,66,87,38,56,65,87,71,28,98,8,61,42,12,48,71,27,11,84,39,33,53,85,10,0,35,40,54,100,89,98,83,93,19,35,89,76,77,13,97,66,33,87,35,12,45,95,95,67,36,79,42,86,54,83,53,0,56,77,22,77,51,95,89,13,52,5,23,65,28,85,12,100,81,67,55,46,15,100,27,26,56,35,56,67,13,17,76,28,40,17,8,0,66,56,15,88,64,9,28,86,77,85,77,91,59,18,95,25,31,54,17,70,9,30,92,36,0,42,25,31,94,95,65,96,14,30,52,10,16,95,38,72,55,94,20,92,87,85,82,99,27,70,73,20,80,87,74,19,79,90,14,13,18,18,84,44,84,16,51,79,13,98,75,81,66,90,36,17,70,21,34,81,45,16,40,47,84,73,3,31,17,81,90,83,90,39,75,30,12,87,21,83,9,63,74,75,17,92,87,31,64,92,17,87,19,35,22,65,14,86,64,88,11,75,30,0,77,9,89,0,52,85,87,64,28,81,68,21,75,12,31,72,87,75,82,95,7,14,88,81,23,100,13,41,74,72,53,91,51,46,7,67,50,23,47,16,51,74,43,68,63,9,25,15,8,15,79,4,85,17,26,46,77,36
2022-09-25,79,8,10,15,25,65,26,60,80,44,51,53,70,67,27,92,9,56,40,13,40,63,26,23,76,41,25,49,71,5,0,31,41,53,76,81,86,72,85,20,31,84,64,64,9,88,56,26,78,35,11,42,85,81,62,36,82,38,74,40,83,63,4,52,76,22,68,48,87,84,13,50,0,21,69,24,69,9,84,76,56,54,41,11,88,31,38,63,32,40,73,14,17,77,27,35,10,7,4,60,52,16,89,55,7,28,72,64,81,69,89,72,18,77,18,32,52,27,61,7,28,91,25,3,38,18,20,79,86,74,90,22,36,48,10,17,84,39,59,50,83,15,82,81,81,89,80,23,64,73,25,71,79,70,22,64,91,10,11,17,23,79,35,75,15,45,75,12,85,69,79,56,72,36,10,69,25,28,68,40,14,35,43,76,65,11,27,17,76,80,72,81,61,69,48,17,78,20,92,7,61,79,76,38,84,77,26,64,83,16,78,19,33,14,71,13,72,63,84,12,70,28,0,70,8,81,19,47,80,79,56,26,75,70,20,67,9,27,66,78,70,72,86,0,15,88,74,24,83,6,37,65,71,46,89,44,44,7,52,52,26,46,16,48,72,43,63,56,14,19,14,13,11,67,0,77,19,25,44,79,34
2022-10-02,70,0,12,9,28,65,28,63,78,56,53,52,73,70,23,95,7,62,42,13,42,66,24,23,77,34,25,52,81,3,5,28,37,57,64,84,86,72,86,17,32,82,56,57,28,90,56,38,77,30,10,41,86,80,43,35,78,31,78,44,77,54,7,52,73,20,63,49,87,85,13,56,3,22,48,28,76,8,82,69,56,56,38,11,86,23,61,79,28,41,81,12,16,74,27,34,10,8,0,63,53,16,79,59,2,28,76,55,80,65,85,55,19,72,20,36,48,19,57,8,28,87,22,0,39,14,22,87,84,64,92,13,31,39,10,16,86,37,61,49,81,23,84,87,77,85,84,23,82,71,22,75,74,68,21,63,87,9,11,18,26,81,40,67,11,47,81,14,89,75,84,57,77,38,3,61,23,28,60,36,13,33,44,70,62,6,24,16,71,74,68,82,50,63,34,20,80,18,96,15,67,70,79,22,83,80,23,57,88,18,78,19,37,24,69,14,69,64,86,10,69,31,2,69,8,77,0,44,81,83,56,26,76,66,25,71,14,28,62,73,68,72,83,0,19,84,73,22,87,10,41,64,68,50,100,53,47,6,56,48,16,45,17,48,73,42,56,54,12,14,13,5,12,73,3,79,19,23,45,78,47
2022-10-09,84,8,14,18,35,70,28,62,86,42,60,56,96,66,28,93,9,53,46,14,44,73,30,21,88,55,28,52,87,7,3,33,43,52,77,84,92,84,97,21,40,88,72,72,11,92,59,32,81,37,11,45,93,84,83,44,79,28,80,43,87,75,9,56,82,24,85,51,90,90,12,45,11,23,62,26,66,7,90,76,62,63,41,14,97,36,49,73,33,48,81,16,20,76,31,38,20,4,4,62,57,18,84,61,10,31,75,68,88,72,97,50,23,78,18,30,51,15,55,9,28,95,30,0,39,27,19,88,94,65,99,18,37,42,10,16,88,39,60,60,91,18,89,95,94,91,86,24,85,73,25,88,83,85,21,79,96,12,11,19,24,93,34,84,20,49,74,15,94,78,90,68,80,56,6,80,31,30,74,32,15,36,57,80,67,3,27,18,80,82,75,84,91,66,38,10,83,19,100,3,66,89,80,19,85,83,28,64,91,19,95,21,40,24,64,14,78,69,98,15,70,46,0,72,8,88,12,50,83,85,64,28,90,69,25,75,12,33,72,84,69,68,89,6,12,100,85,23,94,19,45,77,75,49,100,56,46,7,62,53,17,48,24,46,74,49,67,59,9,17,13,4,11,77,2,82,20,26,54,85,47
2022-10-16,68,6,13,14,25,74,27,59,83,49,55,45,87,72,26,87,6,71,39,13,40,74,24,15,79,40,26,49,93,11,5,28,45,49,76,82,94,78,89,21,43,81,70,68,20,88,63,27,83,31,12,45,92,88,75,36,84,27,84,47,90,73,7,54,82,24,81,55,83,85,15,42,6,20,57,26,81,4,86,75,60,56,38,15,91,34,35,64,30,43,99,13,12,76,26,38,14,5,0,56,55,15,81,67,11,26,75,76,79,74,91,74,23,88,19,31,48,24,57,10,28,89,38,0,38,20,30,86,89,65,89,17,39,37,9,17,85,40,59,54,81,17,83,82,81,93,88,24,75,76,25,79,76,100,23,81,90,11,16,17,22,86,34,67,21,50,73,16,89,68,92,64,88,47,14,74,31,31,72,41,15,34,46,78,60,0,28,18,85,77,66,79,54,64,35,17,86,20,82,11,65,84,75,18,82,80,26,60,92,19,85,21,34,35,61,16,81,76,93,12,66,37,0,71,10,81,0,48,77,76,65,28,83,72,25,71,18,28,65,81,73,70,84,0,18,89,90,20,92,17,38,81,70,49,91,50,44,7,56,48,28,47,22,44,69,47,68,61,10,17,15,6,16,77,5,82,20,25,53,79,35
